,Unnamed: 0,SEASON_ID,Player_ID,Game_ID, GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,"FG_PCT,FG3M",FG3A,"FG3_PCT,FTM",FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,GAME_DATE,FG_PCT,FG3M,FG3_PCT,FTM,PIE
0,0,22021,1630558,0022100427,,SAC vs. WAS,,21,4,11,,4,,0,0.0,0,1,1,3,0,1,2,2,9,-4,0,"DEC 15, 2021",0.364,1,0.25,0,0.074
1,0,22021,1630558,0022100427,,SAC vs. WAS,,21,4,11,,4,,0,0.0,0,1,1,3,0,1,2,2,9,-4,0,"DEC 15, 2021",0.364,1,0.25,0,0.074
2,0,22021,1630558,0022100427,,SAC vs. WAS,,21,4,11,,4,,0,0.0,0,1,1,3,0,1,2,2,9,-4,0,"DEC 15, 2021",0.364,1,0.25,0,0.074
3,0,22021,1630558,0022100427,,SAC vs. WAS,,21,4,11,,4,,0,0.0,0,1,1,3,0,1,2,2,9,-4,0,"DEC 15, 2021",0.364,1,0.25,0,0.074
4,1,22021,1630558,0022100406,,SAC @ TOR,L,26,3,7,,3,,0,0.0,0,4,4,6,0,0,1,1,8,-8,1,"DEC 13, 2021",0.429,2,0.667,0,0.104
5,1,22021,1630558,0022100406,,SAC @ TOR,L,26,3,7,,3,,0,0.0,0,4,4,6,0,0,1,1,8,-8,1,"DEC 13, 2021",0.429,2,0.667,0,0.104
6,1,22021,1630558,0022100406,,SAC @ TOR,L,26,3,7,,3,,0,0.0,0,4,4,6,0,0,1,1,8,-8,1,"DEC 13, 2021",0.429,2,0.667,0,0.104
7,1,22021,1630558,0022100406,,SAC @ TOR,L,26,3,7,,3,,0,0.0,0,4,4,6,0,0,1,1,8,-8,1,"DEC 13, 2021",0.429,2,0.667,0,0.104
8,2,22021,1630558,0022100393,,SAC @ CLE,L,25,6,12,,3,,0,0.0,0,1,1,5,2,0,2,1,14,15,1,"DEC 11, 2021",0.5,2,0.667,0,0.135
9,2,22021,1630558,0022100393,,SAC @ CLE,L,25,6,12,,3,,0,0.0,0,1,1,5,2,0,2,1,14,15,1,"DEC 11, 2021",0.5,2,0.667,0,0.135
10,2,22021,1630558,0022100393,,SAC @ CLE,L,25,6,12,,3,,0,0.0,0,1,1,5,2,0,2,1,14,15,1,"DEC 11, 2021",0.5,2,0.667,0,0.135
11,2,22021,1630558,0022100393,,SAC @ CLE,L,25,6,12,,3,,0,0.0,0,1,1,5,2,0,2,1,14,15,1,"DEC 11, 2021",0.5,2,0.667,0,0.135
12,3,22021,1630558,0022100382,,SAC @ CHA,L,26,4,10,,5,,0,0.0,0,1,1,4,0,0,0,1,10,-1,1,"DEC 10, 2021",0.4,2,0.4,0,0.075
13,3,22021,1630558,0022100382,,SAC @ CHA,L,26,4,10,,5,,0,0.0,0,1,1,4,0,0,0,1,10,-1,1,"DEC 10, 2021",0.4,2,0.4,0,0.075
14,3,22021,1630558,0022100382,,SAC @ CHA,L,26,4,10,,5,,0,0.0,0,1,1,4,0,0,0,1,10,-1,1,"DEC 10, 2021",0.4,2,0.4,0,0.075
15,4,22021,1630558,0022100377,,SAC vs. ORL,W,24,7,10,,3,,4,0.75,1,2,3,4,0,0,0,1,18,1,1,"DEC 08, 2021",0.7,1,0.333,3,0.17
16,4,22021,1630558,0022100377,,SAC vs. ORL,W,24,7,10,,3,,4,0.75,1,2,3,4,0,0,0,1,18,1,1,"DEC 08, 2021",0.7,1,0.333,3,0.17
17,4,22021,1630558,0022100377,,SAC vs. ORL,W,24,7,10,,3,,4,0.75,1,2,3,4,0,0,0,1,18,1,1,"DEC 08, 2021",0.7,1,0.333,3,0.17
18,5,22021,1630558,0022100348,,SAC vs. LAC,W,28,1,7,,2,,0,0.0,0,2,2,3,0,0,1,3,2,-1,1,"DEC 04, 2021",0.143,0,0.0,0,-0.044
19,5,22021,1630558,0022100348,,SAC vs. LAC,W,28,1,7,,2,,0,0.0,0,2,2,3,0,0,1,3,2,-1,1,"DEC 04, 2021",0.143,0,0.0,0,-0.044
20,5,22021,1630558,0022100348,,SAC vs. LAC,W,28,1,7,,2,,0,0.0,0,2,2,3,0,0,1,3,2,-1,1,"DEC 04, 2021",0.143,0,0.0,0,-0.044
21,6,22021,1630558,0022100327,,SAC @ LAC,W,28,7,10,,4,,3,1.0,0,3,3,2,2,0,2,2,20,8,1,"DEC 01, 2021",0.7,3,0.75,3,0.149
22,6,22021,1630558,0022100327,,SAC @ LAC,W,28,7,10,,4,,3,1.0,0,3,3,2,2,0,2,2,20,8,1,"DEC 01, 2021",0.7,3,0.75,3,0.149
23,6,22021,1630558,0022100327,,SAC @ LAC,W,28,7,10,,4,,3,1.0,0,3,3,2,2,0,2,2,20,8,1,"DEC 01, 2021",0.7,3,0.75,3,0.149
24,7,22021,1630558,0022100318,,SAC vs. LAL,L,24,3,14,,8,,0,0.0,0,1,1,2,2,0,3,2,8,-17,1,"NOV 30, 2021",0.214,2,0.25,0,-0.036
25,7,22021,1630558,0022100318,,SAC vs. LAL,L,24,3,14,,8,,0,0.0,0,1,1,2,2,0,3,2,8,-17,1,"NOV 30, 2021",0.214,2,0.25,0,-0.036
26,7,22021,1630558,0022100318,,SAC vs. LAL,L,24,3,14,,8,,0,0.0,0,1,1,2,2,0,3,2,8,-17,1,"NOV 30, 2021",0.214,2,0.25,0,-0.036
27,8,22021,1630558,0022100303,,SAC @ MEM,L,31,5,12,,5,,0,0.0,2,2,4,6,1,1,1,3,11,-5,1,"NOV 28, 2021",0.417,1,0.2,0,0.082
28,8,22021,1630558,0022100303,,SAC @ MEM,L,31,5,12,,5,,0,0.0,2,2,4,6,1,1,1,3,11,-5,1,"NOV 28, 2021",0.417,1,0.2,0,0.082
29,8,22021,1630558,0022100303,,SAC @ MEM,L,31,5,12,,5,,0,0.0,2,2,4,6,1,1,1,3,11,-5,1,"NOV 28, 2021",0.417,1,0.2,0,0.082
30,9,22021,1630558,0022100291,,SAC @ LAL,W,17,2,8,,1,,0,0.0,1,2,3,0,0,0,0,0,5,-20,1,"NOV 26, 2021",0.25,1,1.0,0,0.022
31,9,22021,1630558,0022100291,,SAC @ LAL,W,17,2,8,,1,,0,0.0,1,2,3,0,0,0,0,0,5,-20,1,"NOV 26, 2021",0.25,1,1.0,0,0.022
32,9,22021,1630558,0022100291,,SAC @ LAL,W,17,2,8,,1,,0,0.0,1,2,3,0,0,0,0,0,5,-20,1,"NOV 26, 2021",0.25,1,1.0,0,0.022
33,9,22021,1630558,0022100291,,SAC @ LAL,W,17,2,8,,1,,0,0.0,1,2,3,0,0,0,0,0,5,-20,1,"NOV 26, 2021",0.25,1,1.0,0,0.022
34,10,22021,1630558,0022100279,,SAC vs. POR,W,30,6,11,,1,,6,0.667,2,0,2,3,0,0,0,4,16,-8,1,"NOV 24, 2021",0.545,0,0.0,4,0.082
35,10,22021,1630558,0022100279,,SAC vs. POR,W,30,6,11,,1,,6,0.667,2,0,2,3,0,0,0,4,16,-8,1,"NOV 24, 2021",0.545,0,0.0,4,0.082
36,10,22021,1630558,0022100279,,SAC vs. POR,W,30,6,11,,1,,6,0.667,2,0,2,3,0,0,0,4,16,-8,1,"NOV 24, 2021",0.545,0,0.0,4,0.082
37,11,22021,1630558,0022100262,,SAC vs. PHI,L,25,2,9,,4,,0,0.0,0,3,3,0,1,0,1,2,4,-4,1,"NOV 22, 2021",0.222,0,0.0,0,-0.025
38,11,22021,1630558,0022100262,,SAC vs. PHI,L,25,2,9,,4,,0,0.0,0,3,3,0,1,0,1,2,4,-4,1,"NOV 22, 2021",0.222,0,0.0,0,-0.025
39,11,22021,1630558,0022100262,,SAC vs. PHI,L,25,2,9,,4,,0,0.0,0,3,3,0,1,0,1,2,4,-4,1,"NOV 22, 2021",0.222,0,0.0,0,-0.025
40,12,22021,1630558,0022100247,,SAC vs. UTA,L,16,2,8,,4,,2,0.5,1,1,2,2,0,0,1,0,6,-11,1,"NOV 20, 2021",0.25,1,0.25,1,0.024
41,12,22021,1630558,0022100247,,SAC vs. UTA,L,16,2,8,,4,,2,0.5,1,1,2,2,0,0,1,0,6,-11,1,"NOV 20, 2021",0.25,1,0.25,1,0.024
42,12,22021,1630558,0022100247,,SAC vs. UTA,L,16,2,8,,4,,2,0.5,1,1,2,2,0,0,1,0,6,-11,1,"NOV 20, 2021",0.25,1,0.25,1,0.024
43,13,22021,1630558,0022100238,,SAC vs. TOR,L,26,2,10,,5,,2,0.0,2,3,5,4,0,0,1,3,5,-13,1,"NOV 19, 2021",0.2,1,0.2,0,-0.014
44,13,22021,1630558,0022100238,,SAC vs. TOR,L,26,2,10,,5,,2,0.0,2,3,5,4,0,0,1,3,5,-13,1,"NOV 19, 2021",0.2,1,0.2,0,-0.014
45,13,22021,1630558,0022100238,,SAC vs. TOR,L,26,2,10,,5,,2,0.0,2,3,5,4,0,0,1,3,5,-13,1,"NOV 19, 2021",0.2,1,0.2,0,-0.014
46,13,22021,1630558,0022100238,,SAC vs. TOR,L,26,2,10,,5,,2,0.0,2,3,5,4,0,0,1,3,5,-13,1,"NOV 19, 2021",0.2,1,0.2,0,-0.014
47,14,22021,1630558,0022100220,,SAC @ MIN,L,22,2,7,,5,,2,1.0,3,1,4,4,3,0,1,3,7,10,1,"NOV 17, 2021",0.286,1,0.2,2,0.134
48,14,22021,1630558,0022100220,,SAC @ MIN,L,22,2,7,,5,,2,1.0,3,1,4,4,3,0,1,3,7,10,1,"NOV 17, 2021",0.286,1,0.2,2,0.134
49,14,22021,1630558,0022100220,,SAC @ MIN,L,22,2,7,,5,,2,1.0,3,1,4,4,3,0,1,3,7,10,1,"NOV 17, 2021",0.286,1,0.2,2,0.134
50,15,22021,1630558,0022100200,,SAC @ DET,W,19,3,6,,2,,0,0.0,0,0,0,7,2,1,1,4,7,11,1,"NOV 15, 2021",0.5,1,0.5,0,0.089
51,15,22021,1630558,0022100200,,SAC @ DET,W,19,3,6,,2,,0,0.0,0,0,0,7,2,1,1,4,7,11,1,"NOV 15, 2021",0.5,1,0.5,0,0.089
52,15,22021,1630558,0022100200,,SAC @ DET,W,19,3,6,,2,,0,0.0,0,0,0,7,2,1,1,4,7,11,1,"NOV 15, 2021",0.5,1,0.5,0,0.089
53,16,22021,1630558,0022100180,,SAC @ OKC,L,21,2,6,,2,,0,0.0,0,2,2,2,1,0,0,0,5,-15,1,"NOV 12, 2021",0.333,1,0.5,0,0.143
54,16,22021,1630558,0022100180,,SAC @ OKC,L,21,2,6,,2,,0,0.0,0,2,2,2,1,0,0,0,5,-15,1,"NOV 12, 2021",0.333,1,0.5,0,0.143
55,16,22021,1630558,0022100180,,SAC @ OKC,L,21,2,6,,2,,0,0.0,0,2,2,2,1,0,0,0,5,-15,1,"NOV 12, 2021",0.333,1,0.5,0,0.143
56,16,22021,1630558,0022100180,,SAC @ OKC,L,21,2,6,,2,,0,0.0,0,2,2,2,1,0,0,0,5,-15,1,"NOV 12, 2021",0.333,1,0.5,0,0.143
57,17,22021,1630558,0022100166,,SAC @ SAS,L,26,6,15,,8,,0,0.0,0,3,3,6,0,0,3,3,13,-13,1,"NOV 10, 2021",0.4,1,0.125,0,0.06
58,17,22021,1630558,0022100166,,SAC @ SAS,L,26,6,15,,8,,0,0.0,0,3,3,6,0,0,3,3,13,-13,1,"NOV 10, 2021",0.4,1,0.125,0,0.06
59,17,22021,1630558,0022100166,,SAC @ SAS,L,26,6,15,,8,,0,0.0,0,3,3,6,0,0,3,3,13,-13,1,"NOV 10, 2021",0.4,1,0.125,0,0.06
60,18,22021,1630558,0022100153,,SAC vs. PHX,L,31,5,11,,2,,0,0.0,1,5,6,2,0,0,2,4,12,11,1,"NOV 08, 2021",0.455,2,1.0,0,0.071
61,18,22021,1630558,0022100153,,SAC vs. PHX,L,31,5,11,,2,,0,0.0,1,5,6,2,0,0,2,4,12,11,1,"NOV 08, 2021",0.455,2,1.0,0,0.071
62,19,22021,1630558,0022100143,,SAC vs. IND,L,28,1,7,,1,,0,0.0,2,1,3,6,1,1,1,2,2,6,1,"NOV 07, 2021",0.143,0,0.0,0,0.031
63,19,22021,1630558,0022100143,,SAC vs. IND,L,28,1,7,,1,,0,0.0,2,1,3,6,1,1,1,2,2,6,1,"NOV 07, 2021",0.143,0,0.0,0,0.031
64,19,22021,1630558,0022100143,,SAC vs. IND,L,28,1,7,,1,,0,0.0,2,1,3,6,1,1,1,2,2,6,1,"NOV 07, 2021",0.143,0,0.0,0,0.031
65,20,22021,1630558,0022100132,,SAC vs. CHA,W,25,6,11,,5,,3,1.0,2,2,4,4,0,0,1,4,19,15,1,"NOV 05, 2021",0.545,4,0.8,3,0.161
66,20,22021,1630558,0022100132,,SAC vs. CHA,W,25,6,11,,5,,3,1.0,2,2,4,4,0,0,1,4,19,15,1,"NOV 05, 2021",0.545,4,0.8,3,0.161
67,20,22021,1630558,0022100132,,SAC vs. CHA,W,25,6,11,,5,,3,1.0,2,2,4,4,0,0,1,4,19,15,1,"NOV 05, 2021",0.545,4,0.8,3,0.161
68,20,22021,1630558,0022100132,,SAC vs. CHA,W,25,6,11,,5,,3,1.0,2,2,4,4,0,0,1,4,19,15,1,"NOV 05, 2021",0.545,4,0.8,3,0.161
69,21,22021,1630558,0022100118,,SAC vs. NOP,W,26,6,12,,2,,0,0.0,0,2,2,8,0,0,0,2,12,12,1,"NOV 03, 2021",0.5,0,0.0,0,0.141
70,21,22021,1630558,0022100118,,SAC vs. NOP,W,26,6,12,,2,,0,0.0,0,2,2,8,0,0,0,2,12,12,1,"NOV 03, 2021",0.5,0,0.0,0,0.141
71,21,22021,1630558,0022100118,,SAC vs. NOP,W,26,6,12,,2,,0,0.0,0,2,2,8,0,0,0,2,12,12,1,"NOV 03, 2021",0.5,0,0.0,0,0.141
72,21,22021,1630558,0022100118,,SAC vs. NOP,W,26,6,12,,2,,0,0.0,0,2,2,8,0,0,0,2,12,12,1,"NOV 03, 2021",0.5,0,0.0,0,0.141
73,22,22021,1630558,0022100105,,SAC @ UTA,L,30,7,15,,7,,4,0.5,0,4,4,2,0,1,2,4,18,-1,1,"NOV 02, 2021",0.467,2,0.286,2,0.088
74,22,22021,1630558,0022100105,,SAC @ UTA,L,30,7,15,,7,,4,0.5,0,4,4,2,0,1,2,4,18,-1,1,"NOV 02, 2021",0.467,2,0.286,2,0.088
75,22,22021,1630558,0022100105,,SAC @ UTA,L,30,7,15,,7,,4,0.5,0,4,4,2,0,1,2,4,18,-1,1,"NOV 02, 2021",0.467,2,0.286,2,0.088
76,23,22021,1630558,0022100089,,SAC @ DAL,L,26,3,8,,3,,0,0.0,0,0,0,3,0,1,2,4,6,-2,1,"OCT 31, 2021",0.375,0,0.0,0,-0.016
77,23,22021,1630558,0022100089,,SAC @ DAL,L,26,3,8,,3,,0,0.0,0,0,0,3,0,1,2,4,6,-2,1,"OCT 31, 2021",0.375,0,0.0,0,-0.016
78,23,22021,1630558,0022100089,,SAC @ DAL,L,26,3,8,,3,,0,0.0,0,0,0,3,0,1,2,4,6,-2,1,"OCT 31, 2021",0.375,0,0.0,0,-0.016
79,24,22021,1630558,0022100074,,SAC @ NOP,W,29,3,9,,7,,0,0.0,0,2,2,1,2,0,1,1,8,0,1,"OCT 29, 2021",0.333,2,0.286,0,0.049
80,24,22021,1630558,0022100074,,SAC @ NOP,W,29,3,9,,7,,0,0.0,0,2,2,1,2,0,1,1,8,0,1,"OCT 29, 2021",0.333,2,0.286,0,0.049
81,24,22021,1630558,0022100074,,SAC @ NOP,W,29,3,9,,7,,0,0.0,0,2,2,1,2,0,1,1,8,0,1,"OCT 29, 2021",0.333,2,0.286,0,0.049
82,24,22021,1630558,0022100074,,SAC @ NOP,W,29,3,9,,7,,0,0.0,0,2,2,1,2,0,1,1,8,0,1,"OCT 29, 2021",0.333,2,0.286,0,0.049
83,25,22021,1630558,0022100062,,SAC @ PHX,W,19,2,7,,4,,0,0.0,0,3,3,3,0,0,0,2,5,9,1,"OCT 27, 2021",0.286,1,0.25,0,0.054
84,25,22021,1630558,0022100062,,SAC @ PHX,W,19,2,7,,4,,0,0.0,0,3,3,3,0,0,0,2,5,9,1,"OCT 27, 2021",0.286,1,0.25,0,0.054
85,25,22021,1630558,0022100062,,SAC @ PHX,W,19,2,7,,4,,0,0.0,0,3,3,3,0,0,0,2,5,9,1,"OCT 27, 2021",0.286,1,0.25,0,0.054
86,26,22021,1630558,0022100039,,SAC vs. GSW,L,32,9,16,,8,,2,0.5,0,1,1,4,0,0,2,0,22,-14,1,"OCT 24, 2021",0.563,3,0.375,1,0.134
87,26,22021,1630558,0022100039,,SAC vs. GSW,L,32,9,16,,8,,2,0.5,0,1,1,4,0,0,2,0,22,-14,1,"OCT 24, 2021",0.563,3,0.375,1,0.134
88,26,22021,1630558,0022100039,,SAC vs. GSW,L,32,9,16,,8,,2,0.5,0,1,1,4,0,0,2,0,22,-14,1,"OCT 24, 2021",0.563,3,0.375,1,0.134
89,26,22021,1630558,0022100039,,SAC vs. GSW,L,32,9,16,,8,,2,0.5,0,1,1,4,0,0,2,0,22,-14,1,"OCT 24, 2021",0.563,3,0.375,1,0.134
90,27,22021,1630558,0022100026,,SAC vs. UTA,L,32,1,8,,4,,2,0.5,0,1,1,4,4,0,0,2,3,-11,1,"OCT 22, 2021",0.125,0,0.0,1,0.019
91,27,22021,1630558,0022100026,,SAC vs. UTA,L,32,1,8,,4,,2,0.5,0,1,1,4,4,0,0,2,3,-11,1,"OCT 22, 2021",0.125,0,0.0,1,0.019
92,27,22021,1630558,0022100026,,SAC vs. UTA,L,32,1,8,,4,,2,0.5,0,1,1,4,4,0,0,2,3,-11,1,"OCT 22, 2021",0.125,0,0.0,1,0.019
93,28,22021,1630558,0022100013,,SAC @ POR,W,24,1,6,,2,,0,0.0,0,3,3,3,0,0,0,3,2,-10,1,"OCT 20, 2021",0.167,0,0.0,0,0.0
94,28,22021,1630558,0022100013,,SAC @ POR,W,24,1,6,,2,,0,0.0,0,3,3,3,0,0,0,3,2,-10,1,"OCT 20, 2021",0.167,0,0.0,0,0.0
95,28,22021,1630558,0022100013,,SAC @ POR,W,24,1,6,,2,,0,0.0,0,3,3,3,0,0,0,3,2,-10,1,"OCT 20, 2021",0.167,0,0.0,0,0.0
96,0,22021,1630596,0022100404,,CLE vs. MIA,W,35,3,11,,0,,4,0.75,2,3,5,3,2,0,2,1,9,3,1,"DEC 13, 2021",0.273,0,0.0,3,0.057
97,1,22021,1630596,0022100393,,CLE vs. SAC,W,38,7,14,,0,,2,0.5,2,13,15,2,0,1,0,3,15,20,1,"DEC 11, 2021",0.5,0,0.0,1,0.13
98,1,22021,1630596,0022100393,,CLE vs. SAC,W,38,7,14,,0,,2,0.5,2,13,15,2,0,1,0,3,15,20,1,"DEC 11, 2021",0.5,0,0.0,1,0.13
99,1,22021,1630596,0022100393,,CLE vs. SAC,W,38,7,14,,0,,2,0.5,2,13,15,2,0,1,0,3,15,20,1,"DEC 11, 2021",0.5,0,0.0,1,0.13
100,1,22021,1630596,0022100393,,CLE vs. SAC,W,38,7,14,,0,,2,0.5,2,13,15,2,0,1,0,3,15,20,1,"DEC 11, 2021",0.5,0,0.0,1,0.13
101,2,22021,1630596,0022100387,,CLE @ MIN,W,24,4,6,,0,,4,0.75,1,7,8,1,0,2,2,4,11,18,1,"DEC 10, 2021",0.667,0,0.0,3,0.122
102,3,22021,1630596,0022100367,,CLE vs. CHI,W,32,8,11,,0,,0,0.0,1,8,9,1,2,5,1,1,16,28,1,"DEC 08, 2021",0.727,0,0.0,0,0.231
103,4,22021,1630596,0022100358,,CLE @ MIL,L,31,3,10,,4,,6,0.833,2,4,6,2,1,0,0,3,12,-7,1,"DEC 06, 2021",0.3,1,0.25,5,0.087
104,5,22021,1630596,0022100349,,CLE vs. UTA,L,37,6,15,,2,,1,1.0,4,7,11,3,1,1,0,1,14,0,1,"DEC 05, 2021",0.4,1,0.5,1,0.111
105,6,22021,1630596,0022100334,,CLE @ WAS,W,36,3,12,,1,,0,0.0,3,4,7,4,0,3,1,3,6,21,1,"DEC 03, 2021",0.25,0,0.0,0,0.028
106,6,22021,1630596,0022100334,,CLE @ WAS,W,36,3,12,,1,,0,0.0,3,4,7,4,0,3,1,3,6,21,1,"DEC 03, 2021",0.25,0,0.0,0,0.028
107,7,22021,1630596,0022100323,,CLE @ MIA,W,32,5,10,,3,,5,1.0,0,11,11,4,1,4,2,3,17,1,1,"DEC 01, 2021",0.5,2,0.667,5,0.212
108,8,22021,1630596,0022100310,,CLE @ DAL,W,35,5,10,,2,,3,0.667,0,7,7,2,1,2,5,3,12,5,1,"NOV 29, 2021",0.5,0,0.0,2,0.071
109,9,22021,1630596,0022100295,,CLE vs. ORL,W,33,5,12,,4,,2,0.5,2,7,9,3,0,4,1,1,13,3,1,"NOV 27, 2021",0.417,2,0.5,1,0.132
110,10,22021,1630596,0022100199,,CLE vs. BOS,L,29,0,11,,2,,2,0.5,3,6,9,5,0,2,3,1,1,-8,1,"NOV 15, 2021",0.0,0,0.0,1,-0.018
111,11,22021,1630596,0022100190,,CLE vs. BOS,W,40,8,13,,2,,2,1.0,1,8,9,1,2,3,0,1,19,16,1,"NOV 13, 2021",0.615,1,0.5,2,0.206
112,12,22021,1630596,0022100176,,CLE vs. DET,W,35,6,10,,2,,4,0.5,1,6,7,1,2,4,3,1,16,29,1,"NOV 12, 2021",0.6,2,1.0,2,0.153
113,13,22021,1630596,0022100158,,CLE vs. WAS,L,25,7,15,,3,,5,0.8,0,7,7,2,0,1,2,3,19,-11,1,"NOV 10, 2021",0.467,1,0.333,4,0.165
114,13,22021,1630596,0022100158,,CLE vs. WAS,L,25,7,15,,3,,5,0.8,0,7,7,2,0,1,2,3,19,-11,1,"NOV 10, 2021",0.467,1,0.333,4,0.165
115,14,22021,1630596,0022100140,,CLE @ NYK,W,36,11,15,,4,,2,1.0,3,6,9,5,1,1,1,1,26,26,1,"NOV 07, 2021",0.733,2,0.5,2,0.205
116,14,22021,1630596,0022100140,,CLE @ NYK,W,36,11,15,,4,,2,1.0,3,6,9,5,1,1,1,1,26,26,1,"NOV 07, 2021",0.733,2,0.5,2,0.205
117,15,22021,1630596,0022100127,,CLE @ TOR,W,38,7,14,,3,,4,1.0,0,5,5,2,0,1,2,2,18,-7,1,"NOV 05, 2021",0.5,0,0.0,4,0.109
118,15,22021,1630596,0022100127,,CLE @ TOR,W,38,7,14,,3,,4,1.0,0,5,5,2,0,1,2,2,18,-7,1,"NOV 05, 2021",0.5,0,0.0,4,0.109
119,16,22021,1630596,0022100108,,CLE vs. POR,W,40,5,11,,1,,2,0.5,2,9,11,0,0,1,4,2,11,-10,1,"NOV 03, 2021",0.455,0,0.0,1,0.052
120,17,22021,1630596,0022100094,,CLE @ CHA,W,40,7,15,,2,,2,0.5,4,6,10,3,2,1,4,4,15,-2,1,"NOV 01, 2021",0.467,0,0.0,1,0.075
121,17,22021,1630596,0022100094,,CLE @ CHA,W,40,7,15,,2,,2,0.5,4,6,10,3,2,1,4,4,15,-2,1,"NOV 01, 2021",0.467,0,0.0,1,0.075
122,18,22021,1630596,0022100088,,CLE @ PHX,L,21,1,6,,1,,0,0.0,1,3,4,4,0,0,0,1,2,-6,1,"OCT 30, 2021",0.167,0,0.0,0,0.042
123,19,22021,1630596,0022100077,,CLE @ LAL,L,36,10,16,,2,,5,0.4,2,4,6,3,2,0,0,0,23,0,1,"OCT 29, 2021",0.625,1,0.5,2,0.179
124,19,22021,1630596,0022100077,,CLE @ LAL,L,36,10,16,,2,,5,0.4,2,4,6,3,2,0,0,0,23,0,1,"OCT 29, 2021",0.625,1,0.5,2,0.179
125,20,22021,1630596,0022100064,,CLE @ LAC,W,34,3,10,,0,,6,1.0,3,7,10,0,1,2,0,4,12,11,1,"OCT 27, 2021",0.3,0,0.0,6,0.138
126,21,22021,1630596,0022100048,,CLE @ DEN,W,26,4,8,,0,,2,1.0,3,5,8,2,0,1,3,3,10,16,1,"OCT 25, 2021",0.5,0,0.0,2,0.112
127,21,22021,1630596,0022100048,,CLE @ DEN,W,26,4,8,,0,,2,1.0,3,5,8,2,0,1,3,3,10,16,1,"OCT 25, 2021",0.5,0,0.0,2,0.112
128,22,22021,1630596,0022100027,,CLE vs. ATL,W,35,7,12,,2,,3,1.0,2,9,11,1,2,4,1,3,17,6,1,"OCT 23, 2021",0.583,0,0.0,3,0.245
129,23,22021,1630596,0022100017,,CLE vs. CHA,L,32,4,7,,0,,6,0.833,1,4,5,2,2,2,4,2,13,-7,1,"OCT 22, 2021",0.571,0,0.0,5,0.084
130,23,22021,1630596,0022100017,,CLE vs. CHA,L,32,4,7,,0,,6,0.833,1,4,5,2,2,2,4,2,13,-7,1,"OCT 22, 2021",0.571,0,0.0,5,0.084
131,24,22021,1630596,0022100007,,CLE @ MEM,L,38,7,13,,2,,3,0.667,0,9,9,6,1,1,0,2,17,-18,1,"OCT 20, 2021",0.538,1,0.5,2,0.111
132,0,22012,2544,0021201194,,MIA vs. CHI,W,35,7,12,,1,,12,0.75,0,7,7,6,1,0,3,2,24,8,1,"APR 14, 2013",0.583,1,1.0,9,0.184
133,1,22012,2544,0021201180,,MIA vs. BOS,W,29,8,10,,0,,4,1.0,1,5,6,9,0,0,1,1,20,6,1,"APR 12, 2013",0.8,0,0.0,4,0.249
134,2,22012,2544,0021201157,,MIA vs. MIL,W,30,11,16,,1,,6,1.0,1,6,7,7,2,1,3,0,28,21,1,"APR 09, 2013",0.688,0,0.0,6,0.414
135,3,22012,2544,0021201140,,MIA vs. PHI,W,30,12,17,,2,,2,1.0,0,4,4,5,1,0,1,1,27,22,1,"APR 06, 2013",0.706,1,0.5,2,0.278
136,4,22012,2544,0021201080,,MIA @ NOH,W,32,13,20,,10,,5,0.6,0,4,4,6,2,0,3,0,36,19,1,"MAR 29, 2013",0.65,7,0.7,3,0.343
137,5,22012,2544,0021201062,,MIA @ CHI,L,40,11,17,,5,,11,0.727,0,7,7,3,2,4,4,1,32,2,1,"MAR 27, 2013",0.647,2,0.4,8,0.224
138,6,22012,2544,0021201049,,MIA @ ORL,W,39,9,16,,0,,10,0.6,1,8,9,11,1,0,3,2,24,25,1,"MAR 25, 2013",0.563,0,0.0,6,0.18
139,7,22012,2544,0021201041,,MIA vs. CHA,W,34,11,14,,1,,11,0.909,0,8,8,10,3,3,4,0,32,22,1,"MAR 24, 2013",0.786,0,0.0,10,0.415
140,8,22012,2544,0021201026,,MIA vs. DET,W,40,12,15,,1,,6,0.667,1,7,8,8,2,1,3,1,29,14,1,"MAR 22, 2013",0.8,1,1.0,4,0.293
141,9,22012,2544,0021201009,,MIA @ CLE,W,42,8,22,,7,,8,0.75,7,5,12,10,3,2,4,1,25,1,1,"MAR 20, 2013",0.364,3,0.429,6,0.198
142,10,22012,2544,0021200998,,MIA @ BOS,W,42,16,29,,4,,6,0.667,1,6,7,12,2,2,5,3,37,13,1,"MAR 18, 2013",0.552,1,0.25,4,0.247
143,11,22012,2544,0021200985,,MIA @ TOR,W,34,6,12,,6,,11,0.727,1,11,12,8,2,0,3,1,22,10,1,"MAR 17, 2013",0.5,2,0.333,8,0.236
144,12,22012,2544,0021200975,,MIA @ MIL,W,38,12,24,,2,,5,0.8,1,9,10,7,0,1,2,1,28,5,1,"MAR 15, 2013",0.5,0,0.0,4,0.188
145,13,22012,2544,0021200956,,MIA @ PHI,W,37,8,19,,4,,12,0.833,2,5,7,8,2,1,4,1,27,7,1,"MAR 13, 2013",0.421,1,0.25,10,0.181
146,14,22012,2544,0021200952,,MIA vs. ATL,W,30,3,11,,2,,12,0.75,3,4,7,7,2,0,4,1,15,21,1,"MAR 12, 2013",0.273,0,0.0,9,0.152
