,date,player_id,sentiment_value_tot,sentiment_score_tot,total_tweets,SEASON_ID,Player_ID,MIN,FGM,FGA,FG3A,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FG_PCT,FG3M,FG3_PCT,FTM,PIE
0,2012-11-04,2544,1,0.7980542779,2,22012.0,2544.0,33.0,9.25,16.25,2.25,3.5,0.416,3.0,8.0,11.0,6.0,1.0,0.25,2.25,1.75,21.0,6.25,0.571,1.0,0.334,1.5,0.212
1,2012-11-05,2544,0,0.0,2,22012.0,2544.0,34.4,10.2,18.2,3.4,4.4,0.458,2.6,8.2,10.8,6.0,0.8,0.2,1.8,1.6,24.4,6.6,0.565,1.8,0.392,2.2,0.215
2,2012-11-06,2544,1,0.9675215483,1,22012.0,2544.0,35.5,10.25,18.5,3.5,4.75,0.49,2.5,8.25,10.75,7.25,1.0,0.25,1.5,1.5,24.75,2.0,0.559,1.75,0.323,2.5,0.235
3,2012-11-07,2544,3,2.9232825041000003,3,22012.0,2544.0,36.6,10.6,19.4,3.4,5.6,0.525,2.0,7.6,9.6,7.2,1.0,0.6,2.0,1.8,25.8,-1.4,0.551,1.4,0.258,3.2,0.219
4,2012-11-07,201142,1,0.9836081862,1,22012.0,201142.0,40.0,9.8,18.8,1.8,6.8,0.975,0.4,8.4,8.8,2.6,1.4,2.0,3.6,1.0,27.0,4.6,0.528,0.8,0.5,6.6,0.207
5,2012-11-09,2544,1,0.5207127333,2,22012.0,2544.0,39.0,11.4,21.6,3.0,6.0,0.492,1.4,7.2,8.6,8.0,1.0,1.2,2.4,1.6,27.2,-3.2,0.53,1.0,0.125,3.4,0.198
6,2012-11-11,2544,2,1.8464659453,2,22012.0,2544.0,40.0,11.0,22.2,3.2,6.8,0.539,1.0,6.8,7.8,6.8,1.2,1.2,2.2,1.4,27.2,0.8,0.493,1.2,0.192,4.0,0.181
7,2012-11-12,201142,1,0.9979227185,1,22012.0,201142.0,40.0,9.25,17.75,3.25,8.0,0.922,0.5,9.75,10.25,5.75,1.75,1.75,2.75,0.5,28.0,12.25,0.546,2.0,0.6,7.5,0.232
8,2012-11-13,2544,0,0.0,1,22012.0,2544.0,41.333,10.333,22.0,2.333,7.333,0.69,0.333,6.0,6.333,7.333,1.333,1.667,3.0,1.333,26.0,4.667,0.467,0.333,0.111,5.0,0.167
9,2012-11-14,2544,1,0.9959797859,1,22012.0,2544.0,41.75,10.5,21.75,2.75,7.5,0.643,0.75,6.5,7.25,7.5,1.25,1.5,2.5,1.75,26.5,4.75,0.481,0.75,0.208,4.75,0.175
10,2012-11-17,2544,-1,-0.9581742883000001,1,22012.0,2544.0,41.333,9.667,19.0,4.0,8.0,0.653,1.0,6.667,7.667,5.333,1.0,0.667,3.0,2.333,26.333,10.667,0.516,1.667,0.411,5.333,0.169
11,2012-11-19,2544,0,0.0,1,22012.0,2544.0,41.5,10.5,18.5,4.5,8.5,0.694,1.5,6.5,8.0,6.5,0.5,1.0,4.0,3.0,29.0,6.0,0.574,2.0,0.45,6.0,0.188
12,2012-11-19,201142,1,0.6452438235,1,22012.0,201142.0,40.0,8.0,17.25,5.75,12.5,0.947,0.5,5.25,5.75,4.0,2.5,2.0,3.25,2.25,29.75,14.25,0.506,2.25,0.399,11.5,0.211
13,2012-11-21,2544,1,0.9119498134,1,22012.0,2544.0,41.5,10.5,18.5,4.5,8.5,0.694,1.5,6.5,8.0,6.5,0.5,1.0,4.0,3.0,29.0,6.0,0.574,2.0,0.45,6.0,0.188
14,2012-11-22,2544,-1,-0.9067630172000001,1,22012.0,2544.0,39.5,9.5,16.0,5.0,7.5,0.694,2.0,5.5,7.5,6.0,2.0,0.5,5.5,2.5,26.5,3.0,0.594,2.0,0.4,5.5,0.176
15,2012-11-22,201142,1,0.9940670729000001,2,22012.0,201142.0,39.0,9.5,18.0,5.25,9.75,0.946,1.0,5.0,6.0,3.75,1.25,2.25,2.5,2.75,30.25,16.0,0.562,2.25,0.44,9.0,0.216
16,2012-11-23,201142,-1,-0.6416735649,1,22012.0,201142.0,39.4,9.2,17.0,4.4,10.0,0.92,0.8,4.8,5.6,3.6,1.0,2.6,2.4,2.6,29.2,16.2,0.572,1.8,0.352,9.0,0.203
17,2012-11-24,2544,2,1.5860536695,4,22012.0,2544.0,38.667,9.0,15.667,4.0,7.0,0.685,1.667,6.333,8.0,6.0,1.667,0.333,4.333,2.667,24.667,6.667,0.574,1.667,0.433,5.0,0.177
18,2012-11-25,2544,2,1.4112730026,2,22012.0,2544.0,38.0,8.5,15.5,3.5,6.0,0.584,2.0,7.0,9.0,6.5,2.5,0.0,3.0,2.5,22.0,6.5,0.548,1.5,0.45,3.5,0.176
19,2012-11-25,201142,-1,-0.7999752760000001,1,22012.0,201142.0,35.5,8.5,14.0,3.25,7.25,0.93,0.75,5.5,6.25,3.5,0.25,2.5,2.0,1.75,25.0,23.75,0.624,1.5,0.375,6.5,0.227
20,2012-11-26,2544,-1,-0.8593553305,4,22012.0,2544.0,38.0,8.5,15.5,3.5,6.0,0.584,2.0,7.0,9.0,6.5,2.5,0.0,3.0,2.5,22.0,6.5,0.548,1.5,0.45,3.5,0.176
21,2012-11-27,2544,0,0.0,1,22012.0,2544.0,39.667,9.667,18.333,3.667,5.0,0.5,2.0,8.333,10.333,8.0,2.667,0.667,3.0,2.0,23.333,3.333,0.532,1.333,0.383,2.667,0.187
22,2012-11-27,201142,1,0.9681980014,1,22012.0,201142.0,39.5,9.25,16.0,2.75,9.25,0.93,0.5,5.5,6.0,4.0,0.5,1.75,1.75,2.25,28.5,15.75,0.577,1.5,0.5,8.5,0.191
23,2012-11-28,2544,1,0.9032812119,1,22012.0,2544.0,39.667,9.667,18.333,3.667,5.0,0.5,2.0,8.333,10.333,8.0,2.667,0.667,3.0,2.0,23.333,3.333,0.532,1.333,0.383,2.667,0.187
24,2012-11-29,2544,0,0.0,1,22012.0,2544.0,39.5,10.0,18.75,4.0,6.0,0.542,2.0,8.25,10.25,8.25,2.75,0.5,2.75,1.5,25.25,-1.75,0.536,1.75,0.438,3.5,0.2
25,2012-11-29,201142,1,0.8166983724,3,22012.0,201142.0,38.333,8.0,14.0,2.333,9.0,0.939,0.0,5.667,5.667,4.0,0.667,2.0,1.333,2.0,25.667,15.667,0.572,1.333,0.5,8.333,0.188
26,2012-11-30,201142,1,0.5129368305,1,22012.0,201142.0,39.75,8.5,15.25,2.75,10.75,0.923,0.5,6.0,6.5,4.0,0.5,1.5,1.75,2.5,28.25,14.0,0.56,1.5,0.5,9.75,0.186
27,2012-12-01,2544,1,0.8831629753,1,22012.0,2544.0,38.75,10.5,18.75,2.75,5.25,0.584,1.5,7.75,9.25,8.25,2.25,0.5,2.75,1.5,25.5,1.0,0.568,1.25,0.338,3.25,0.2
28,2012-12-02,2544,2,1.9793999791,2,22012.0,2544.0,39.333,11.333,20.0,3.0,5.0,0.556,1.667,7.667,9.333,9.0,2.667,0.667,3.0,1.0,27.0,-3.333,0.579,1.333,0.283,3.0,0.207
29,2012-12-02,201142,1,0.5317230821,1,22012.0,201142.0,41.667,9.333,19.667,3.667,12.667,0.892,0.667,6.667,7.333,4.667,0.333,0.333,2.667,2.667,31.667,6.667,0.488,1.667,0.567,11.333,0.168
30,2012-12-03,2544,0,0.3385117054000001,3,22012.0,2544.0,39.5,11.0,19.0,2.75,5.5,0.631,1.5,7.25,8.75,8.25,2.5,0.5,3.0,0.75,27.0,0.5,0.591,1.25,0.338,3.75,0.214
31,2012-12-04,201142,0,0.0,2,22012.0,201142.0,41.667,9.333,19.667,3.667,12.667,0.892,0.667,6.667,7.333,4.667,0.333,0.333,2.667,2.667,31.667,6.667,0.488,1.667,0.567,11.333,0.168
32,2012-12-05,2544,2,1.9593565464,4,22012.0,2544.0,39.25,11.0,18.75,2.75,6.0,0.798,1.25,5.0,6.25,6.75,2.0,0.0,3.25,0.5,28.25,0.5,0.596,1.5,0.4,4.75,0.206
33,2012-12-05,201142,-1,-0.8231229186,1,22012.0,201142.0,42.333,10.0,21.0,4.333,13.333,0.844,0.667,8.0,8.667,3.667,0.667,0.0,3.0,1.667,32.667,3.667,0.484,1.333,0.317,11.333,0.184
34,2012-12-06,2544,0,0.0,1,22012.0,2544.0,39.25,11.0,18.75,2.75,6.0,0.798,1.25,5.0,6.25,6.75,2.0,0.0,3.25,0.5,28.25,0.5,0.596,1.5,0.4,4.75,0.206
35,2012-12-08,201142,-1,-0.8623126149,1,22012.0,201142.0,39.667,10.0,19.333,4.0,11.0,0.886,0.0,7.333,7.333,3.333,2.0,0.0,4.0,1.333,31.0,4.333,0.546,1.333,0.372,9.667,0.2
36,2012-12-09,201142,3,2.7531495094,4,22012.0,201142.0,39.667,10.0,19.333,4.0,11.0,0.886,0.0,7.333,7.333,3.333,2.0,0.0,4.0,1.333,31.0,4.333,0.546,1.333,0.372,9.667,0.2
37,2012-12-10,2544,0,0.0,1,22012.0,2544.0,37.667,10.0,18.0,3.0,7.667,0.831,0.667,6.0,6.667,5.333,1.333,0.0,3.0,0.0,27.0,15.0,0.56,1.0,0.333,6.0,0.235
38,2012-12-12,2544,1,0.9548193216,1,22012.0,2544.0,38.333,9.333,18.667,4.0,7.0,0.812,0.333,6.0,6.333,7.0,1.0,1.333,2.0,0.0,25.333,15.0,0.5,1.333,0.3,5.333,0.231
39,2012-12-12,201142,1,0.9180185795,1,22012.0,201142.0,40.0,10.25,17.5,4.25,10.0,0.939,0.25,8.0,8.25,3.25,1.75,1.25,4.5,1.5,31.5,5.75,0.584,1.75,0.354,9.25,0.214
40,2012-12-13,2544,0,0.0,1,22012.0,2544.0,34.667,8.333,15.333,4.333,6.667,0.729,0.0,8.333,8.333,7.0,1.0,1.667,2.333,0.0,23.0,24.333,0.556,1.667,0.333,4.667,0.257
41,2012-12-14,2544,-5,-4.1909068823,5,22012.0,2544.0,34.667,8.333,15.333,4.333,6.667,0.729,0.0,8.333,8.333,7.0,1.0,1.667,2.333,0.0,23.0,24.333,0.556,1.667,0.333,4.667,0.257
42,2012-12-14,201142,-1,-0.8874731064,1,22012.0,201142.0,39.25,10.5,17.75,4.25,8.5,0.975,0.5,7.25,7.75,4.0,2.0,1.25,4.75,2.5,31.0,3.25,0.589,1.75,0.354,8.25,0.21
43,2012-12-17,2544,-1,-0.7234082818,1,22012.0,2544.0,37.0,9.333,17.0,3.667,6.333,0.75,0.333,7.667,8.0,7.667,0.667,1.667,3.0,0.0,25.333,17.0,0.562,2.0,0.667,4.667,0.231
44,2012-12-18,2544,0,0.0,1,22012.0,2544.0,38.25,10.0,17.75,3.5,6.0,0.812,1.0,7.0,8.0,8.0,1.0,1.5,3.0,0.75,26.25,16.0,0.572,1.5,0.5,4.75,0.25
45,2012-12-20,2544,1,0.9967555404,1,22012.0,2544.0,37.5,10.25,18.0,3.25,6.75,0.831,1.5,8.0,9.5,7.25,1.75,1.0,3.75,1.0,27.5,16.0,0.579,1.5,0.525,5.5,0.263
46,2012-12-21,2544,1,0.9020704031000001,1,22012.0,2544.0,40.75,11.75,20.25,3.0,6.75,0.831,1.75,7.0,8.75,7.25,3.0,1.0,3.25,1.25,30.25,9.25,0.576,1.25,0.5,5.5,0.262
47,2012-12-25,2544,1,0.6050705314,3,22012.0,2544.0,41.8,11.4,20.6,3.8,7.6,0.833,1.6,6.4,8.0,8.0,3.0,1.0,3.6,1.8,30.6,3.8,0.552,1.2,0.333,6.6,0.242
48,2012-12-25,201142,1,0.9862121344,1,22012.0,201142.0,39.75,10.75,22.75,6.0,9.0,0.919,0.75,4.25,5.0,3.0,1.5,1.5,2.5,2.75,32.25,8.5,0.473,2.5,0.361,8.25,0.166
49,2012-12-26,201142,1,0.8389180899,2,22012.0,201142.0,40.25,10.75,21.75,6.25,7.25,0.902,0.5,4.0,4.5,3.5,2.0,1.5,2.75,2.5,30.75,7.25,0.503,2.5,0.336,6.75,0.152
50,2012-12-27,2544,-1,-0.5879878998,1,22012.0,2544.0,42.5,11.75,21.0,3.75,9.0,0.776,1.0,7.0,8.0,8.0,3.0,0.75,4.0,1.25,32.25,1.5,0.559,1.25,0.375,7.5,0.217
51,2012-12-27,201142,0,0.0,1,22012.0,201142.0,40.25,10.75,21.75,6.25,7.25,0.902,0.5,4.0,4.5,3.5,2.0,1.5,2.75,2.5,30.75,7.25,0.503,2.5,0.336,6.75,0.152
52,2012-12-28,2544,1,0.9438610077,1,22012.0,2544.0,42.2,11.0,19.6,4.0,10.4,0.784,0.8,6.8,7.6,6.8,2.6,0.6,3.6,1.4,31.8,-2.4,0.562,1.2,0.34,8.6,0.218
53,2012-12-28,201142,1,0.8070437909,3,22012.0,201142.0,37.0,9.5,18.5,5.25,7.25,0.877,0.0,4.0,4.0,3.0,2.0,0.75,2.25,1.75,27.25,8.75,0.521,1.75,0.274,6.5,0.153
54,2012-12-30,2544,1,0.9965490103,1,22012.0,2544.0,41.5,9.5,18.25,4.25,11.75,0.892,0.75,6.25,7.0,7.25,1.25,0.5,2.5,1.0,30.5,6.0,0.526,1.25,0.342,10.25,0.218
55,2012-12-30,201142,-1,-0.9945175052,1,22012.0,201142.0,38.5,9.0,16.75,4.25,7.75,0.885,0.25,5.0,5.25,4.25,1.5,0.5,2.0,1.5,26.25,12.25,0.546,1.25,0.262,7.0,0.165
56,2012-12-31,2544,1,0.9978164434000001,1,22012.0,2544.0,41.5,9.5,18.25,4.25,11.75,0.892,0.75,6.25,7.0,7.25,1.25,0.5,2.5,1.0,30.5,6.0,0.526,1.25,0.342,10.25,0.218
57,2013-01-01,2544,2,1.8607026339000001,3,22012.0,2544.0,40.25,9.5,17.75,3.0,8.75,0.72,1.25,6.25,7.5,5.5,1.25,1.0,3.5,1.0,27.0,3.75,0.538,1.25,0.55,6.75,0.2
58,2013-01-01,201142,1,0.9906843901000001,1,22012.0,201142.0,39.0,8.5,15.5,5.0,8.25,0.86,0.25,6.0,6.25,5.75,1.75,0.25,3.0,1.0,26.0,10.0,0.55,1.75,0.346,7.25,0.187
59,2013-01-04,2544,1,0.5376269817,3,22012.0,2544.0,40.5,8.25,16.75,3.5,7.25,0.616,1.0,6.0,7.0,5.5,1.0,1.0,3.5,1.75,22.75,-1.5,0.494,1.25,0.517,5.0,0.172
60,2013-01-05,201939,-1,-0.8435997367,1,22012.0,201939.0,38.0,7.0,18.333,7.0,2.333,0.667,0.333,2.0,2.333,7.0,1.667,0.333,2.333,1.0,18.667,-14.667,0.379,2.667,0.358,2.0,0.101
61,2013-01-06,2544,1,0.9984776378,1,22012.0,2544.0,37.5,8.0,15.75,2.5,5.0,0.627,1.25,5.5,6.75,6.75,2.0,1.5,3.25,1.25,20.25,10.0,0.526,1.0,0.467,3.25,0.178
62,2013-01-06,201142,-1,-0.9403631091,1,22012.0,201142.0,38.2,10.6,18.6,7.0,7.8,0.883,0.4,6.4,6.8,5.8,1.4,1.6,2.8,2.0,30.4,20.4,0.564,2.4,0.364,6.8,0.229
63,2013-01-07,201142,1,0.9971761703,1,22012.0,201142.0,39.2,12.4,22.4,7.0,7.8,0.905,0.2,6.2,6.4,4.8,1.2,1.8,2.6,2.2,34.2,17.2,0.555,2.4,0.364,7.0,0.238
64,2013-01-08,2544,-2,-1.6722628473999999,2,22012.0,2544.0,39.75,9.0,16.25,2.75,5.0,0.627,1.25,6.0,7.25,6.5,2.75,1.75,3.75,2.5,22.25,3.75,0.565,1.0,0.425,3.25,0.18
65,2013-01-08,201142,1,0.998642385,1,22012.0,201142.0,38.75,13.25,23.25,7.25,7.25,0.906,0.25,6.0,6.25,4.0,0.75,2.25,2.25,2.75,35.5,18.75,0.575,2.5,0.372,6.5,0.242
66,2013-01-09,2544,1,0.5277841687,1,22012.0,2544.0,36.75,9.25,16.25,3.75,4.75,0.731,0.75,5.75,6.5,8.0,2.75,1.25,2.25,2.5,23.0,13.25,0.577,1.0,0.225,3.5,0.218
67,2013-01-10,201142,0,0.0,1,22012.0,201142.0,37.5,12.5,22.0,7.5,7.5,0.856,0.25,4.5,4.75,4.25,1.25,1.25,2.25,2.75,34.0,16.75,0.574,2.5,0.347,6.5,0.241
68,2013-01-11,201142,0,0.0,1,22012.0,201142.0,40.0,12.6,23.8,7.8,10.2,0.885,0.2,5.4,5.6,3.6,1.4,1.0,2.6,2.6,37.6,13.2,0.543,3.0,0.388,9.4,0.238
69,2013-01-12,2544,2,1.5376256704000002,2,22012.0,2544.0,36.5,12.0,18.5,3.0,4.5,0.881,0.75,5.0,5.75,7.75,3.0,1.25,1.75,2.25,29.0,18.75,0.654,1.0,0.3,4.0,0.27
70,2013-01-12,201142,2,1.6331133246,2,22012.0,201142.0,40.25,11.75,23.5,7.0,10.75,0.919,0.25,4.75,5.0,3.25,1.75,1.0,2.5,2.25,36.5,7.75,0.518,2.75,0.394,10.25,0.236
71,2013-01-13,2544,2,1.7008818388,5,22012.0,2544.0,39.0,13.667,21.333,3.667,3.667,0.889,0.667,5.333,6.0,8.0,2.333,1.0,2.0,3.0,32.0,15.667,0.638,1.333,0.4,3.333,0.28
72,2013-01-13,201142,2,1.9857101441,2,22012.0,201142.0,42.0,10.8,22.8,7.6,12.8,0.925,0.2,5.2,5.4,4.2,1.8,0.8,3.0,2.6,36.6,6.0,0.485,2.8,0.376,12.2,0.228
73,2013-01-14,2544,0,0.0,2,22012.0,2544.0,39.0,13.667,21.333,3.667,3.667,0.889,0.667,5.333,6.0,8.0,2.333,1.0,2.0,3.0,32.0,15.667,0.638,1.333,0.4,3.333,0.28
74,2013-01-15,2544,0,0.0,1,22012.0,2544.0,36.5,14.0,22.5,3.5,3.5,0.834,0.5,6.5,7.0,9.0,2.0,0.5,1.5,2.0,32.0,23.0,0.615,1.0,0.35,3.0,0.318
75,2013-01-15,201142,0,0.04410064220000004,2,22012.0,201142.0,42.25,9.75,20.5,7.5,12.5,0.938,0.25,6.0,6.25,5.0,2.5,0.0,4.0,2.5,35.25,4.75,0.496,3.75,0.522,12.0,0.227
76,2013-01-17,2544,4,3.4785834551,9,22012.0,2544.0,43.5,14.5,24.0,3.5,5.5,0.928,0.5,8.0,8.5,9.5,1.5,0.5,2.5,1.5,35.0,11.0,0.601,1.0,0.35,5.0,0.268
77,2013-01-17,201142,0,-0.10730201009999996,2,22012.0,201142.0,44.75,10.5,21.75,7.0,14.25,0.967,0.25,6.75,7.0,6.25,1.5,0.75,4.75,2.75,38.5,-2.0,0.497,3.75,0.589,13.75,0.224
78,2013-01-18,2544,1,0.9969915152000001,2,22012.0,2544.0,39.0,10.5,18.5,3.0,6.5,0.845,1.0,7.5,8.5,9.0,0.5,0.0,2.5,0.5,27.0,15.5,0.582,0.5,0.1,5.5,0.219
79,2013-01-18,201142,1,0.9989926219,1,22012.0,201142.0,42.6,9.8,19.8,6.4,13.2,0.974,0.2,7.6,7.8,6.0,1.8,0.8,4.2,2.6,35.6,0.6,0.514,3.2,0.521,12.8,0.244
80,2013-01-19,2544,1,0.4661678076,4,22012.0,2544.0,39.0,10.5,18.5,3.0,6.5,0.845,1.0,7.5,8.5,9.0,0.5,0.0,2.5,0.5,27.0,15.5,0.582,0.5,0.1,5.5,0.219
81,2013-01-19,201142,1,0.9300072789,4,22012.0,201142.0,40.75,9.0,17.0,5.75,11.25,0.967,0.25,7.25,7.5,7.25,1.75,1.0,4.25,2.75,31.5,1.0,0.538,2.75,0.512,10.75,0.248
82,2013-01-20,2544,3,2.8802107571,5,22012.0,2544.0,43.333,11.667,22.667,4.0,6.0,0.763,2.0,9.0,11.0,8.333,1.333,0.333,2.667,1.333,29.333,9.667,0.539,1.333,0.233,4.667,0.227
83,2013-01-21,2544,3,2.7126557829,6,22012.0,2544.0,43.333,11.667,22.667,4.0,6.0,0.763,2.0,9.0,11.0,8.333,1.333,0.333,2.667,1.333,29.333,9.667,0.539,1.333,0.233,4.667,0.227
84,2013-01-21,201142,2,1.9781207442,2,22012.0,201142.0,39.25,9.75,18.5,4.5,9.5,0.962,0.25,6.0,6.25,6.25,1.5,1.0,3.5,2.25,31.0,1.25,0.547,2.5,0.538,9.0,0.234
85,2013-01-22,2544,1,0.976539731,1,22012.0,2544.0,43.333,11.667,22.667,4.0,6.0,0.763,2.0,9.0,11.0,8.333,1.333,0.333,2.667,1.333,29.333,9.667,0.539,1.333,0.233,4.667,0.227
86,2013-01-23,2544,2,1.589198947,3,22012.0,2544.0,41.0,11.25,21.5,4.0,5.5,0.635,2.0,8.5,10.5,8.0,1.5,0.25,3.0,1.5,28.0,12.75,0.543,1.75,0.362,3.75,0.221
87,2013-01-24,201142,1,0.7076598406,1,22012.0,201142.0,38.333,9.0,18.0,3.667,10.667,0.902,0.0,6.667,6.667,5.0,1.667,0.667,2.0,1.667,28.667,7.667,0.531,1.0,0.217,9.667,0.237
88,2013-01-24,201939,1,0.8871583343,1,22012.0,201939.0,33.333,7.333,16.333,6.333,3.667,1.0,1.0,0.333,1.333,4.333,0.667,0.0,2.0,1.333,21.333,-7.667,0.464,3.0,0.439,3.667,0.115
89,2013-01-25,2544,3,2.5901809931,4,22012.0,2544.0,40.25,10.5,20.0,3.5,6.5,0.625,2.0,7.5,9.5,6.0,1.75,0.5,3.0,2.25,27.25,8.25,0.545,1.75,0.396,4.5,0.212
90,2013-01-25,201142,1,0.9988401532000001,1,22012.0,201142.0,38.333,9.0,18.0,3.667,10.667,0.902,0.0,6.667,6.667,5.0,1.667,0.667,2.0,1.667,28.667,7.667,0.531,1.0,0.217,9.667,0.237
91,2013-01-25,201939,1,1.2647548915,3,22012.0,201939.0,33.333,7.333,16.333,6.333,3.667,1.0,1.0,0.333,1.333,4.333,0.667,0.0,2.0,1.333,21.333,-7.667,0.464,3.0,0.439,3.667,0.115
92,2013-01-26,2544,0,0.0,3,22012.0,2544.0,42.667,11.0,22.0,4.333,6.667,0.556,2.333,8.0,10.333,5.667,2.0,0.667,3.333,3.0,28.667,3.667,0.512,2.333,0.528,4.333,0.203
93,2013-01-26,201939,-1,-0.7841467261,1,22012.0,201939.0,35.0,8.667,17.0,7.333,2.667,1.0,1.0,0.667,1.667,6.667,1.333,0.0,2.0,2.0,24.0,6.667,0.518,4.0,0.496,2.667,0.142
94,2013-01-27,2544,-1,-0.5553773642000001,2,22012.0,2544.0,42.0,10.75,20.5,3.75,7.75,0.621,1.75,8.0,9.75,6.0,2.0,0.5,3.25,2.5,29.0,10.0,0.54,2.0,0.521,5.5,0.249
95,2013-01-28,2544,2,1.8399375081,5,22012.0,2544.0,38.5,10.5,16.25,2.25,8.0,0.68,0.75,7.0,7.75,6.25,1.75,0.25,3.75,2.0,28.25,12.5,0.66,1.25,0.396,6.0,0.275
96,2013-01-28,201142,-1,-0.8588094711,1,22012.0,201142.0,34.333,8.0,16.0,3.667,10.667,0.792,0.667,8.667,9.333,4.333,1.333,0.667,2.667,1.333,26.0,9.667,0.517,1.667,0.476,8.333,0.202
97,2013-01-29,2544,1,0.9753808379000001,1,22012.0,2544.0,38.5,10.5,16.25,2.25,8.0,0.68,0.75,7.0,7.75,6.25,1.75,0.25,3.75,2.0,28.25,12.5,0.66,1.25,0.396,6.0,0.275
98,2013-01-30,2544,0,0.0,1,22012.0,2544.0,38.2,10.6,16.6,3.0,8.4,0.684,0.8,6.6,7.4,6.0,1.4,0.6,3.8,2.0,29.0,10.8,0.65,1.6,0.417,6.2,0.255
99,2013-01-31,2544,1,0.5290189981,2,22012.0,2544.0,39.25,10.75,16.25,2.75,9.5,0.792,0.5,6.5,7.0,5.75,1.25,0.75,3.75,2.0,30.25,8.0,0.674,1.25,0.333,7.5,0.268
100,2013-02-03,2544,1,0.9124866128,1,22012.0,2544.0,36.4,11.0,15.4,3.0,9.2,0.791,0.6,6.2,6.8,6.0,1.4,0.8,4.2,2.2,31.0,13.8,0.73,1.8,0.46,7.2,0.272
101,2013-02-03,201142,1,0.9984472394,1,22012.0,201142.0,29.75,6.75,12.75,3.0,5.75,0.896,0.5,7.0,7.5,3.5,1.5,1.5,2.5,0.5,20.75,16.25,0.525,2.0,0.617,5.25,0.204
102,2013-02-04,2544,-1,-0.6535887718000001,4,22012.0,2544.0,35.5,11.25,15.25,3.25,8.75,0.784,0.75,5.75,6.5,5.75,1.25,1.0,4.5,2.5,31.25,10.0,0.756,2.0,0.45,6.75,0.244
103,2013-02-04,201142,0,0.41131389139999996,4,22012.0,201142.0,29.75,6.75,12.75,3.0,5.75,0.896,0.5,7.0,7.5,3.5,1.5,1.5,2.5,0.5,20.75,16.25,0.525,2.0,0.617,5.25,0.204
104,2013-02-04,201939,0,0.0,1,22012.0,201939.0,33.75,6.75,19.25,6.0,2.25,0.75,2.25,3.75,6.0,8.0,1.0,0.25,3.75,2.75,17.75,-13.75,0.337,2.0,0.316,2.25,0.1
105,2013-02-05,2544,1,0.9977453351000001,2,22012.0,2544.0,35.75,10.75,15.5,4.0,9.25,0.794,0.75,5.25,6.0,6.0,1.5,1.5,3.5,2.25,31.0,13.25,0.707,2.25,0.533,7.25,0.221
106,2013-02-05,201142,-1,-0.47932690380000004,2,22012.0,201142.0,32.25,8.0,14.0,3.5,6.5,0.91,0.5,6.0,6.5,3.75,2.0,1.25,2.75,1.0,24.25,8.0,0.561,2.25,0.554,6.0,0.216
107,2013-02-06,2544,5,4.132323891,8,22012.0,2544.0,35.75,10.75,15.5,4.0,9.25,0.794,0.75,5.25,6.0,6.0,1.5,1.5,3.5,2.25,31.0,13.25,0.707,2.25,0.533,7.25,0.221
108,2013-02-08,2544,-1,-0.8778831363,4,22012.0,2544.0,36.5,11.5,17.0,4.5,9.0,0.814,1.25,6.25,7.5,6.5,2.0,1.0,3.5,2.5,32.75,16.0,0.7,2.5,0.533,7.25,0.245
109,2013-02-08,201142,1,0.9757088423,1,22012.0,201142.0,36.5,8.5,15.5,4.0,9.25,0.972,0.25,6.5,6.75,3.75,1.75,1.5,2.75,2.25,28.0,5.0,0.547,2.0,0.438,9.0,0.225
110,2013-02-09,2544,1,0.9941260815,1,22012.0,2544.0,38.333,12.333,19.0,4.333,8.333,0.843,1.333,7.0,8.333,6.667,2.667,0.667,3.0,2.333,33.667,14.333,0.661,2.0,0.444,7.0,0.25
111,2013-02-09,201142,1,0.9927732348,1,22012.0,201142.0,38.333,9.667,17.0,3.667,10.0,0.963,0.333,6.667,7.0,3.667,1.667,1.667,3.667,3.0,30.333,-2.0,0.578,1.333,0.317,9.667,0.226
112,2013-02-10,2544,1,0.6879500151,2,22012.0,2544.0,38.333,12.333,19.0,4.333,8.333,0.843,1.333,7.0,8.333,6.667,2.667,0.667,3.0,2.333,33.667,14.333,0.661,2.0,0.444,7.0,0.25
113,2013-02-11,2544,1,0.47754311560000007,8,22012.0,2544.0,39.5,12.5,19.5,5.5,8.5,0.826,1.5,7.5,9.0,8.0,2.5,1.0,2.5,1.5,34.5,18.0,0.658,2.5,0.416,7.0,0.262
114,2013-02-11,201939,2,1.5750316978,3,22012.0,201939.0,35.0,10.0,19.0,5.0,6.0,0.833,0.0,5.0,5.0,6.0,1.0,0.0,1.0,4.0,27.0,-3.0,0.526,2.0,0.4,5.0,0.17
115,2013-02-12,2544,0,0.0,1,22012.0,2544.0,39.5,12.5,19.5,5.5,8.5,0.826,1.5,7.5,9.0,8.0,2.5,1.0,2.5,1.5,34.5,18.0,0.658,2.5,0.416,7.0,0.262
116,2013-02-13,2544,0,0.0,4,22012.0,2544.0,40.0,11.0,19.5,6.0,8.5,0.826,1.5,7.5,9.0,9.0,3.0,0.0,3.0,2.0,31.5,15.5,0.558,2.5,0.375,7.0,0.254
117,2013-02-13,201939,1,0.6798732281000001,1,22012.0,201939.0,39.5,10.0,19.0,7.5,1.5,1.0,1.0,3.0,4.0,7.5,1.0,0.0,3.0,2.0,24.5,-1.0,0.522,3.0,0.388,1.5,0.143
