,date,player_id,sentiment_value_tot,sentiment_score_tot,total_tweets,SEASON_ID,Player_ID,MIN,FGM,FGA,FG3A,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FG_PCT,FG3M,FG3_PCT,FTM,PIE
1814,2017-01-03,201142,0,0.0,1,22016.0,201142.0,38.5,8.75,17.25,5.75,10.25,0.903,0.75,7.5,8.25,3.5,1.0,3.0,2.25,1.75,28.25,9.75,0.513,2.0,0.344,8.75,0.168
1815,2017-01-03,201939,0,0.0,3,22016.0,201939.0,37.75,11.5,23.75,12.0,5.25,0.888,1.0,4.5,5.5,6.5,1.25,0.5,4.0,1.5,32.25,7.0,0.479,4.75,0.397,4.5,0.157
1816,2017-01-03,203954,0,0.0,10,22016.0,203954.0,26.667,7.333,15.333,3.0,8.667,0.842,2.0,5.0,7.0,3.333,0.333,2.0,3.333,4.333,22.667,6.667,0.49,0.667,0.222,7.333,0.177
1817,2017-01-03,203999,2,1.2926369906000001,13,22016.0,203999.0,27.5,7.5,10.5,1.0,3.5,0.875,3.0,5.5,8.5,5.0,1.0,0.5,2.0,2.5,18.5,-14.5,0.718,0.5,0.25,3.0,0.167
1818,2017-01-03,1627741,3,2.9689133168,7,22016.0,1627741.0,27.333,4.0,10.667,6.333,0.333,0.333,0.667,4.333,5.0,3.333,1.333,0.0,0.333,1.333,11.667,-5.0,0.406,3.333,0.548,0.333,0.11
1819,2017-01-04,2544,4,3.4525786638000002,4,22016.0,2544.0,36.0,10.4,18.0,3.6,8.2,0.776,1.4,7.0,8.4,5.2,2.0,0.2,5.2,1.6,28.8,-2.0,0.567,1.6,0.38,6.4,0.207
1820,2017-01-04,201142,0,0.0,1,22016.0,201142.0,38.5,8.75,17.25,5.75,10.25,0.903,0.75,7.5,8.25,3.5,1.0,3.0,2.25,1.75,28.25,9.75,0.513,2.0,0.344,8.75,0.168
1821,2017-01-04,201939,0,0.0,1,22016.0,201939.0,37.75,11.5,23.75,12.0,5.25,0.888,1.0,4.5,5.5,6.5,1.25,0.5,4.0,1.5,32.25,7.0,0.479,4.75,0.397,4.5,0.157
1822,2017-01-04,203944,2,1.3268705606000002,31,22016.0,203944.0,30.5,4.5,10.75,0.5,6.5,0.767,1.25,7.25,8.5,4.0,0.75,0.5,1.5,4.25,14.25,-0.5,0.424,0.25,0.25,5.0,0.12
1823,2017-01-04,203954,5,4.5462092162,22,22016.0,203954.0,25.667,7.0,15.333,3.0,7.333,0.886,2.0,7.0,9.0,2.667,0.333,1.667,2.667,4.333,21.333,6.0,0.474,0.667,0.222,6.667,0.19
1824,2017-01-04,203999,3,2.2779790760000003,12,22016.0,203999.0,27.0,8.0,10.0,0.0,4.0,0.75,5.0,6.0,11.0,5.0,1.0,0.0,3.0,2.0,19.0,-9.0,0.8,0.0,0.0,3.0,0.172
1825,2017-01-04,1627741,1,0.9980394244,1,22016.0,1627741.0,27.333,4.0,10.667,6.333,0.333,0.333,0.667,4.333,5.0,3.333,1.333,0.0,0.333,1.333,11.667,-5.0,0.406,3.333,0.548,0.333,0.11
1826,2017-01-05,2544,0,0.0,1,22016.0,2544.0,35.75,10.0,17.25,4.0,8.0,0.803,1.25,7.25,8.5,4.75,2.25,0.25,5.25,1.5,28.25,0.75,0.566,1.75,0.35,6.5,0.207
1827,2017-01-05,201142,0,0.0,4,22016.0,201142.0,36.75,9.0,17.0,5.0,8.5,0.903,0.75,7.75,8.5,4.75,0.75,2.25,2.5,1.0,27.0,10.25,0.539,2.0,0.4,7.0,0.178
1828,2017-01-05,201939,0,0.0,4,22016.0,201939.0,36.25,10.75,21.75,11.0,4.0,0.95,0.75,3.5,4.25,7.0,2.25,0.5,4.75,1.25,29.5,13.5,0.492,4.25,0.384,3.75,0.157
1829,2017-01-05,203944,1,0.6381347775,4,22016.0,203944.0,31.2,5.2,11.2,0.4,6.6,0.785,1.0,7.0,8.0,4.2,0.8,0.4,1.2,4.0,15.8,-6.4,0.462,0.2,0.2,5.2,0.124
1830,2017-01-05,203954,-1,-0.09824228290000003,12,22016.0,203954.0,25.667,7.0,15.333,3.0,7.333,0.886,2.0,7.0,9.0,2.667,0.333,1.667,2.667,4.333,21.333,6.0,0.474,0.667,0.222,6.667,0.19
1831,2017-01-05,1627741,1,0.9980394244,1,22016.0,1627741.0,26.5,3.5,10.25,6.25,0.25,0.25,1.25,3.75,5.0,2.75,1.0,0.0,0.5,1.5,10.0,-0.75,0.36,2.75,0.453,0.25,0.081
1832,2017-01-05,1627749,0,0.0,1,22016.0,1627749.0,6.667,1.333,3.333,0.667,0.667,0.333,0.0,0.333,0.333,2.0,0.0,0.0,0.667,0.333,4.0,4.333,0.311,0.667,0.333,0.667,0.01
1833,2017-01-06,2544,0,0.0,1,22016.0,2544.0,37.0,9.2,16.2,4.0,7.0,0.843,1.0,6.2,7.2,6.8,2.0,0.4,5.2,1.6,25.8,3.8,0.553,1.6,0.33,5.8,0.188
1834,2017-01-06,201142,-1,-0.8901714683,1,22016.0,201142.0,36.75,9.0,17.0,5.0,8.5,0.903,0.75,7.75,8.5,4.75,0.75,2.25,2.5,1.0,27.0,10.25,0.539,2.0,0.4,7.0,0.178
1835,2017-01-06,201939,0,0.0,1,22016.0,201939.0,36.25,10.75,21.75,11.0,4.0,0.95,0.75,3.5,4.25,7.0,2.25,0.5,4.75,1.25,29.5,13.5,0.492,4.25,0.384,3.75,0.157
1836,2017-01-06,203944,0,0.0,2,22016.0,203944.0,29.75,5.5,10.75,0.25,5.5,0.777,0.75,7.0,7.75,4.0,0.75,0.5,1.0,3.75,15.5,-3.75,0.501,0.25,0.25,4.25,0.134
1837,2017-01-06,203954,0,0.0,4,22016.0,203954.0,26.25,6.75,14.5,3.5,9.0,0.879,1.5,7.25,8.75,2.25,0.75,2.0,3.25,4.5,22.0,10.25,0.48,0.5,0.166,8.0,0.218
1838,2017-01-06,203999,0,0.0,2,22016.0,203999.0,30.0,7.0,11.0,3.0,6.0,1.0,3.0,7.0,10.0,8.0,1.0,1.0,3.0,1.0,22.0,29.0,0.636,2.0,0.667,6.0,0.181
1839,2017-01-06,1627741,1,0.9980394244,1,22016.0,1627741.0,25.0,3.0,8.333,5.333,0.0,0.0,1.0,3.333,4.333,2.333,1.0,0.0,0.667,1.333,8.333,4.667,0.375,2.333,0.456,0.0,0.076
1840,2017-01-07,2544,1,0.4542873204,1,22016.0,2544.0,37.5,8.0,15.25,4.75,6.25,0.853,1.25,5.5,6.75,7.0,1.75,0.5,5.25,1.5,23.25,-0.25,0.516,2.0,0.412,5.25,0.164
1841,2017-01-07,201142,1,0.4542873204,3,22016.0,201142.0,34.667,9.667,17.0,5.0,5.333,0.963,0.333,6.667,7.0,5.0,1.0,2.0,2.0,1.0,27.0,11.667,0.581,2.667,0.533,5.0,0.19
1842,2017-01-07,201939,1,0.4542873204,6,22016.0,201939.0,34.333,9.333,20.0,10.333,3.667,0.933,1.0,3.667,4.667,7.333,2.667,0.333,5.0,1.0,26.0,21.333,0.47,4.0,0.384,3.333,0.149
1843,2017-01-07,203944,-1,-0.5880022049,2,22016.0,203944.0,30.5,4.5,10.25,0.25,4.75,0.527,1.0,7.25,8.25,3.75,0.5,0.25,1.75,4.25,12.75,-8.75,0.406,0.25,0.25,3.5,0.081
1844,2017-01-07,203954,2,1.613366723,20,22016.0,203954.0,26.333,7.0,15.333,3.667,8.667,0.838,2.0,7.0,9.0,2.0,1.0,2.0,3.0,4.0,21.667,14.0,0.474,0.333,0.111,7.333,0.231
1845,2017-01-07,1627741,1,0.9980394244,1,22016.0,1627741.0,21.75,2.5,7.5,4.25,0.0,0.0,0.75,3.0,3.75,1.75,0.75,0.0,1.0,1.25,6.75,1.25,0.332,1.75,0.342,0.0,0.039
1846,2017-01-07,1627749,0,0.0,1,22016.0,1627749.0,7.0,1.5,3.5,1.0,1.0,0.5,0.0,0.5,0.5,1.5,0.0,0.0,1.0,0.5,5.0,3.5,0.3,1.0,0.5,1.0,-0.036
1847,2017-01-08,2544,-1,-0.49395361540000005,2,22016.0,2544.0,37.5,8.0,15.25,4.75,6.25,0.853,1.25,5.5,6.75,7.0,1.75,0.5,5.25,1.5,23.25,-0.25,0.516,2.0,0.412,5.25,0.164
1848,2017-01-08,201142,0,0.0,2,22016.0,201142.0,34.667,9.667,17.0,5.0,5.333,0.963,0.333,6.667,7.0,5.0,1.0,2.0,2.0,1.0,27.0,11.667,0.581,2.667,0.533,5.0,0.19
1849,2017-01-08,201939,0,0.0,1,22016.0,201939.0,34.333,9.333,20.0,10.333,3.667,0.933,1.0,3.667,4.667,7.333,2.667,0.333,5.0,1.0,26.0,21.333,0.47,4.0,0.384,3.333,0.149
1850,2017-01-08,203944,0,0.0,1,22016.0,203944.0,30.6,3.8,9.4,0.2,3.8,0.421,1.0,7.6,8.6,3.8,0.4,0.2,2.0,3.8,10.6,-8.0,0.358,0.2,0.2,2.8,0.076
1851,2017-01-08,203954,0,0.0,6,22016.0,203954.0,26.333,7.0,15.333,3.667,8.667,0.838,2.0,7.0,9.0,2.0,1.0,2.0,3.0,4.0,21.667,14.0,0.474,0.333,0.111,7.333,0.231
1852,2017-01-08,1627741,1,0.9980394244,2,22016.0,1627741.0,21.0,2.333,7.0,4.0,0.0,0.0,1.0,2.333,3.333,1.333,1.0,0.0,1.0,1.0,6.0,6.333,0.331,1.333,0.256,0.0,0.023
1853,2017-01-08,1627749,0,0.0,1,22016.0,1627749.0,10.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,8.0,0.6,2.0,1.0,2.0,0.237
1854,2017-01-09,2544,0,0.0,1,22016.0,2544.0,36.25,6.75,15.5,4.75,7.25,0.861,1.0,5.75,6.75,6.5,1.75,0.5,5.0,1.0,21.25,-7.75,0.438,1.75,0.35,6.0,0.149
1855,2017-01-09,201142,0,0.0,1,22016.0,201142.0,32.333,9.667,17.333,6.0,2.333,0.667,0.667,6.0,6.667,4.667,1.333,1.667,2.0,0.667,24.667,16.667,0.569,3.0,0.51,2.333,0.198
1856,2017-01-09,201939,1,0.9946241975000001,5,22016.0,201939.0,32.333,8.0,19.333,10.667,3.333,0.767,0.333,3.667,4.0,9.0,3.333,0.333,4.667,0.667,22.667,24.333,0.42,4.0,0.371,2.667,0.155
1857,2017-01-09,203944,0,0.0,6,22016.0,203944.0,29.75,3.25,8.75,0.0,2.75,0.339,1.0,7.5,8.5,3.5,0.25,0.0,2.0,3.5,8.5,-13.0,0.322,0.0,0.0,2.0,0.06
1858,2017-01-09,203954,3,2.1820998788,11,22016.0,203954.0,27.667,5.667,13.667,3.667,13.0,0.812,2.667,9.0,11.667,1.333,1.667,3.0,3.333,3.667,22.333,15.0,0.431,0.667,0.222,10.333,0.24
1859,2017-01-09,203999,0,0.0,4,22016.0,203999.0,33.0,10.0,15.0,2.5,5.5,0.8,3.0,7.5,10.5,6.5,2.0,1.0,2.5,1.5,26.0,23.5,0.66,1.5,0.584,4.5,0.188
1860,2017-01-09,1627741,1,0.9980394244,1,22016.0,1627741.0,19.5,2.75,6.5,3.75,0.0,0.0,0.75,2.75,3.5,1.0,0.75,0.25,1.25,1.0,7.0,1.25,0.448,1.5,0.359,0.0,0.058
1861,2017-01-09,1627749,0,0.0,2,22016.0,1627749.0,10.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,8.0,0.6,2.0,1.0,2.0,0.237
1862,2017-01-10,2544,2,1.2364446520999999,3,22016.0,2544.0,36.25,6.75,15.5,4.75,7.25,0.861,1.0,5.75,6.75,6.5,1.75,0.5,5.0,1.0,21.25,-7.75,0.438,1.75,0.35,6.0,0.149
1863,2017-01-10,201142,0,0.0,2,22016.0,201142.0,32.333,9.667,17.333,6.0,2.333,0.667,0.667,6.0,6.667,4.667,1.333,1.667,2.0,0.667,24.667,16.667,0.569,3.0,0.51,2.333,0.198
1864,2017-01-10,201939,1,0.6315391064,3,22016.0,201939.0,32.333,8.0,19.333,10.667,3.333,0.767,0.333,3.667,4.0,9.0,3.333,0.333,4.667,0.667,22.667,24.333,0.42,4.0,0.371,2.667,0.155
1865,2017-01-10,203944,0,0.0,1,22016.0,203944.0,28.8,3.0,8.6,0.0,2.8,0.471,1.4,6.8,8.2,4.2,0.4,0.0,2.6,3.6,8.2,-12.4,0.308,0.0,0.0,2.2,0.058
1866,2017-01-10,203954,1,0.6549445391000001,11,22016.0,203954.0,27.667,5.667,13.667,3.667,13.0,0.812,2.667,9.0,11.667,1.333,1.667,3.0,3.333,3.667,22.333,15.0,0.431,0.667,0.222,10.333,0.24
1867,2017-01-10,1627741,1,0.9980394244,1,22016.0,1627741.0,17.0,2.333,6.333,3.333,0.0,0.0,1.0,2.667,3.667,0.333,0.0,0.333,1.667,1.333,5.667,-3.667,0.407,1.0,0.278,0.0,0.028
1868,2017-01-11,2544,-1,-0.6888830066,2,22016.0,2544.0,36.0,5.667,14.0,4.333,7.333,0.863,1.0,6.0,7.0,7.0,1.0,0.667,5.333,1.333,18.667,-7.667,0.417,1.333,0.3,6.0,0.124
1869,2017-01-11,201939,-1,-0.8563126922000001,4,22016.0,201939.0,31.667,8.333,18.667,9.0,3.0,0.833,0.0,2.667,2.667,8.667,4.0,0.0,4.667,0.667,22.667,24.667,0.451,3.333,0.361,2.667,0.159
1870,2017-01-11,203954,3,1.9389554858000002,7,22016.0,203954.0,27.5,5.75,13.5,4.0,13.25,0.823,2.0,9.0,11.0,1.5,1.5,2.75,3.5,4.0,23.25,16.25,0.439,1.0,0.266,10.75,0.242
1871,2017-01-11,203999,0,0.0,2,22016.0,203999.0,33.333,10.667,17.333,3.333,5.667,0.756,4.333,7.667,12.0,4.667,1.333,1.667,2.333,2.0,27.0,22.667,0.622,1.333,0.456,4.333,0.172
1872,2017-01-11,1627741,2,1.6702495813000002,3,22016.0,1627741.0,18.75,2.75,7.5,4.5,0.25,0.0,0.75,3.0,3.75,1.0,0.0,0.25,1.5,1.5,6.75,-3.25,0.396,1.25,0.271,0.0,0.034
1873,2017-01-12,2544,0,0.0,2,22016.0,2544.0,38.667,6.667,14.0,3.333,7.0,0.775,0.667,5.667,6.333,10.667,1.0,1.0,5.0,1.667,19.0,-0.667,0.5,0.667,0.167,5.0,0.122
1874,2017-01-12,201939,-1,-0.4536862075,2,22016.0,201939.0,31.667,8.333,18.667,9.0,3.0,0.833,0.0,2.667,2.667,8.667,4.0,0.0,4.667,0.667,22.667,24.667,0.451,3.333,0.361,2.667,0.159
1875,2017-01-12,203954,7,5.322970271,43,22016.0,203954.0,27.667,5.333,11.333,4.333,15.333,0.812,1.0,9.0,10.0,1.667,1.667,3.333,4.333,4.333,24.0,18.667,0.469,1.0,0.244,12.333,0.261
1876,2017-01-12,203999,5,4.3570831417,9,22016.0,203999.0,34.5,11.5,18.5,3.5,5.5,0.817,4.25,7.75,12.0,4.5,1.0,1.75,2.5,2.0,29.0,12.75,0.625,1.5,0.467,4.5,0.18
1877,2017-01-12,1627741,1,0.9980394244,1,22016.0,1627741.0,18.75,2.75,7.5,4.5,0.25,0.0,0.75,3.0,3.75,1.0,0.0,0.25,1.5,1.5,6.75,-3.25,0.396,1.25,0.271,0.0,0.034
1878,2017-01-13,2544,0,0.0,2,22016.0,2544.0,38.667,6.667,14.0,3.333,7.0,0.775,0.667,5.667,6.333,10.667,1.0,1.0,5.0,1.667,19.0,-0.667,0.5,0.667,0.167,5.0,0.122
1879,2017-01-13,201939,0,0.0,2,22016.0,201939.0,32.667,8.0,19.0,9.667,3.667,0.7,0.0,2.333,2.333,8.667,2.667,0.0,2.333,1.0,22.667,19.0,0.423,4.0,0.402,2.667,0.149
1880,2017-01-13,203944,0,0.0,4,22016.0,203944.0,29.75,3.0,8.5,0.0,1.5,0.417,1.5,6.0,7.5,4.25,0.5,0.25,3.25,3.75,7.25,-5.5,0.31,0.0,0.0,1.25,0.053
1881,2017-01-13,203954,1,0.9508377313,11,22016.0,203954.0,26.25,5.75,12.0,3.25,13.75,0.72,1.5,8.5,10.0,2.5,1.25,3.5,4.5,3.75,22.5,13.75,0.476,0.75,0.183,10.25,0.264
1882,2017-01-13,203999,-1,-0.6739430426999999,5,22016.0,203999.0,36.0,13.0,21.0,3.667,5.333,0.756,4.667,8.0,12.667,3.333,1.0,2.0,2.333,2.333,31.333,7.333,0.622,1.333,0.4,4.0,0.18
1883,2017-01-13,1627741,1,0.9980394244,2,22016.0,1627741.0,18.25,3.25,7.25,3.75,0.75,0.25,0.25,3.0,3.25,1.0,0.0,0.25,1.25,1.5,8.25,-8.5,0.466,1.25,0.312,0.5,0.055
1884,2017-01-13,1627749,0,0.0,1,22016.0,1627749.0,34.0,7.0,11.0,5.0,7.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,24.0,23.0,0.636,3.0,0.6,7.0,0.131
1885,2017-01-14,2544,1,0.5045410991,1,22016.0,2544.0,39.667,8.333,15.333,3.667,8.333,0.68,0.667,7.0,7.667,8.0,1.333,0.667,5.667,2.667,23.333,-11.333,0.563,1.0,0.217,5.667,0.129
1886,2017-01-14,201142,0,0.0,1,22016.0,201142.0,32.333,11.333,17.0,7.0,5.667,0.586,1.0,6.333,7.333,5.333,1.333,2.667,1.333,1.333,31.0,25.667,0.669,3.333,0.476,5.0,0.264
1887,2017-01-14,201939,0,0.0,3,22016.0,201939.0,32.667,8.0,19.0,9.667,3.667,0.7,0.0,2.333,2.333,8.667,2.667,0.0,2.333,1.0,22.667,19.0,0.423,4.0,0.402,2.667,0.149
1888,2017-01-14,203944,0,0.0,1,22016.0,203944.0,29.75,3.0,8.5,0.0,1.5,0.417,1.5,6.0,7.5,4.25,0.5,0.25,3.25,3.75,7.25,-5.5,0.31,0.0,0.0,1.25,0.053
1889,2017-01-14,203954,8,6.880923360700001,40,22016.0,203954.0,25.667,5.667,12.0,2.667,13.667,0.674,2.0,8.667,10.667,3.0,1.0,3.667,4.333,3.333,22.0,10.667,0.469,1.0,0.244,9.667,0.251
1890,2017-01-14,1627741,1,0.9980394244,1,22016.0,1627741.0,18.25,3.25,7.25,3.75,0.75,0.25,0.25,3.0,3.25,1.0,0.0,0.25,1.25,1.5,8.25,-8.5,0.466,1.25,0.312,0.5,0.055
1891,2017-01-14,1627749,0,0.0,1,22016.0,1627749.0,28.0,7.0,10.5,2.5,3.5,0.5,0.0,2.0,2.0,3.5,0.5,0.0,1.5,1.5,19.0,12.0,0.668,1.5,0.3,3.5,0.136
1892,2017-01-15,2544,0,0.0,1,22016.0,2544.0,39.667,8.333,15.333,3.667,8.333,0.68,0.667,7.0,7.667,8.0,1.333,0.667,5.667,2.667,23.333,-11.333,0.563,1.0,0.217,5.667,0.129
1893,2017-01-15,201142,0,0.0,1,22016.0,201142.0,31.5,9.75,15.75,6.0,5.5,0.639,1.0,7.0,8.0,5.5,1.75,2.5,1.25,1.25,27.0,28.0,0.606,2.75,0.44,4.75,0.245
1894,2017-01-15,201939,0,0.0,1,22016.0,201939.0,32.0,8.0,18.0,10.5,3.75,0.775,0.25,2.5,2.75,8.0,2.0,0.0,2.5,1.25,23.75,22.25,0.45,4.75,0.436,3.0,0.157
1895,2017-01-15,203944,0,0.0,1,22016.0,203944.0,28.5,3.5,7.75,0.0,2.0,0.542,1.25,5.75,7.0,4.75,0.75,0.25,3.25,3.5,8.5,-6.5,0.489,0.0,0.0,1.5,0.092
1896,2017-01-15,203954,0,0.3369589448000001,22,22016.0,203954.0,25.667,5.667,12.0,2.667,13.667,0.674,2.0,8.667,10.667,3.0,1.0,3.667,4.333,3.333,22.0,10.667,0.469,1.0,0.244,9.667,0.251
1897,2017-01-15,203999,0,0.0,2,22016.0,203999.0,31.2,11.0,17.8,3.4,3.8,0.853,4.4,7.0,11.4,3.4,1.0,1.6,2.8,3.0,26.2,7.0,0.625,1.2,0.373,3.0,0.178
1898,2017-01-15,1627741,1,0.9980394244,1,22016.0,1627741.0,20.333,4.0,8.0,4.667,1.0,0.333,0.333,3.333,3.667,1.333,0.0,0.333,1.0,1.667,10.333,-8.333,0.555,1.667,0.417,0.667,0.098
1899,2017-01-16,2544,0,0.0,1,22016.0,2544.0,40.75,9.0,16.75,3.75,7.25,0.697,1.0,7.25,8.25,9.0,1.5,0.5,5.75,2.5,24.0,-11.25,0.553,1.0,0.225,5.0,0.133
1900,2017-01-16,201142,0,0.0,2,22016.0,201142.0,32.4,10.2,17.2,6.4,4.8,0.711,0.8,6.8,7.6,5.0,1.6,2.0,1.4,1.4,27.0,20.6,0.589,2.4,0.377,4.2,0.23
1901,2017-01-16,201939,1,0.9968827963,7,22016.0,201939.0,33.0,7.8,18.2,10.2,4.0,0.78,0.2,3.8,4.0,8.0,1.6,0.2,2.8,1.4,23.2,18.0,0.434,4.4,0.415,3.2,0.153
1902,2017-01-16,203944,0,0.0,2,22016.0,203944.0,27.667,4.333,8.333,0.0,2.667,0.722,1.333,4.667,6.0,5.0,1.0,0.333,3.333,4.0,10.667,-7.0,0.596,0.0,0.0,2.0,0.105
1903,2017-01-16,203954,5,3.5853198170000002,40,22016.0,203954.0,25.667,5.667,12.0,2.667,13.667,0.674,2.0,8.667,10.667,3.0,1.0,3.667,4.333,3.333,22.0,10.667,0.469,1.0,0.244,9.667,0.251
1904,2017-01-16,203999,2,1.803056717,5,22016.0,203999.0,31.2,11.0,17.8,3.4,3.8,0.853,4.4,7.0,11.4,3.4,1.0,1.6,2.8,3.0,26.2,7.0,0.625,1.2,0.373,3.0,0.178
1905,2017-01-16,1627741,1,0.9980394244,2,22016.0,1627741.0,19.75,3.25,7.0,4.0,0.75,0.25,0.25,3.0,3.25,1.25,0.0,0.5,1.0,1.5,8.5,-6.75,0.478,1.5,0.438,0.5,0.078
1906,2017-01-17,2544,-2,-1.1912895441,18,22016.0,2544.0,42.667,10.0,16.333,3.667,6.333,0.696,0.667,7.667,8.333,11.333,1.667,0.667,5.667,3.0,25.333,-4.333,0.626,1.0,0.217,4.333,0.159
1907,2017-01-17,201142,0,0.5445817113,6,22016.0,201142.0,33.25,10.5,17.5,6.25,6.0,0.889,0.75,7.25,8.0,5.0,1.5,1.75,1.5,1.75,28.5,20.5,0.596,2.25,0.364,5.25,0.23
1908,2017-01-17,201939,1,1.0416384339000002,8,22016.0,201939.0,33.5,8.0,17.75,9.75,4.5,0.85,0.25,4.25,4.5,7.25,1.0,0.25,2.75,1.25,24.0,16.75,0.455,4.25,0.415,3.75,0.155
1909,2017-01-17,203954,3,2.9158154725000003,29,22016.0,203954.0,24.5,6.5,13.5,2.5,11.5,0.65,1.5,8.0,9.5,3.5,0.5,3.0,4.5,3.5,22.0,9.5,0.481,1.0,0.2,8.0,0.26
1910,2017-01-17,203999,2,1.9905904532,7,22016.0,203999.0,31.0,10.2,17.0,3.8,3.8,0.933,3.8,7.6,11.4,3.6,0.8,2.0,3.2,3.2,24.8,4.0,0.608,1.0,0.273,3.4,0.185
1911,2017-01-17,1627741,1,0.9980394244,1,22016.0,1627741.0,21.333,3.0,7.667,4.333,1.0,0.333,0.333,2.667,3.0,1.667,0.0,0.333,0.667,1.667,8.0,-4.333,0.371,1.333,0.361,0.667,0.049
1912,2017-01-18,2544,2,1.9939622879,6,22016.0,2544.0,43.25,9.5,16.0,3.5,7.5,0.704,1.5,8.0,9.5,11.25,1.75,0.75,5.5,3.0,25.0,-3.5,0.603,0.75,0.162,5.25,0.164
1913,2017-01-18,201142,0,0.0,1,22016.0,201142.0,34.0,10.6,18.0,5.8,6.8,0.911,0.6,6.8,7.4,4.2,1.2,2.2,2.4,2.0,29.4,16.2,0.587,2.0,0.342,6.2,0.211
1914,2017-01-18,203954,0,0.0,5,22016.0,203954.0,24.5,6.5,13.5,2.5,11.5,0.65,1.5,8.0,9.5,3.5,0.5,3.0,4.5,3.5,22.0,9.5,0.481,1.0,0.2,8.0,0.26
1915,2017-01-18,203999,4,2.9728584290000004,9,22016.0,203999.0,30.25,9.75,15.75,3.5,3.25,1.0,3.0,7.5,10.5,4.25,1.0,1.75,3.5,3.25,23.75,-0.25,0.624,1.0,0.292,3.25,0.196
1916,2017-01-18,1627741,1,0.9980394244,1,22016.0,1627741.0,21.75,2.75,8.25,4.0,0.75,0.25,0.25,2.75,3.0,1.5,0.0,0.25,0.5,1.5,7.25,-3.75,0.328,1.25,0.354,0.5,0.037
1917,2017-01-19,2544,1,0.9953975081,1,22016.0,2544.0,43.25,9.5,16.0,3.5,7.5,0.704,1.5,8.0,9.5,11.25,1.75,0.75,5.5,3.0,25.0,-3.5,0.603,0.75,0.162,5.25,0.164
1918,2017-01-19,201142,-2,-1.5225059986,10,22016.0,201142.0,34.0,10.0,18.5,5.5,6.0,0.914,0.25,6.0,6.25,4.25,1.5,2.0,2.5,2.0,26.75,12.5,0.53,1.25,0.248,5.5,0.178
1919,2017-01-19,201939,0,0.0,2,22016.0,201939.0,34.0,8.5,18.75,11.25,3.5,0.6,0.25,3.75,4.0,7.0,0.5,0.5,3.0,1.75,25.0,12.0,0.456,5.25,0.456,2.75,0.14
1920,2017-01-19,203954,8,6.117080032800001,39,22016.0,203954.0,22.0,7.0,14.0,0.0,9.0,0.444,3.0,7.0,10.0,5.0,0.0,4.0,5.0,2.0,18.0,-1.0,0.5,0.0,0.0,4.0,0.274
1921,2017-01-19,203999,0,0.0,2,22016.0,203999.0,31.4,10.2,16.8,3.2,3.8,0.967,4.0,7.2,11.2,5.0,1.0,1.8,3.4,3.0,24.8,4.0,0.613,0.8,0.233,3.6,0.197
1922,2017-01-19,1627741,1,0.9980394244,1,22016.0,1627741.0,21.0,2.333,7.333,2.667,0.667,0.333,0.333,2.333,2.667,1.0,0.0,0.333,0.333,1.333,6.333,-4.333,0.317,1.0,0.389,0.667,0.032
1923,2017-01-20,2544,1,0.6509077549,4,22016.0,2544.0,42.0,10.75,17.5,3.75,7.25,0.69,1.5,7.0,8.5,10.25,1.5,0.25,5.75,2.75,27.5,-1.5,0.617,1.0,0.246,5.0,0.165
1924,2017-01-20,201142,2,1.9850822091000002,5,22016.0,201142.0,34.0,10.0,18.5,5.5,6.0,0.914,0.25,6.0,6.25,4.25,1.5,2.0,2.5,2.0,26.75,12.5,0.53,1.25,0.248,5.5,0.178
1925,2017-01-20,201939,1,0.9927790761,6,22016.0,201939.0,34.0,8.5,18.75,11.25,3.5,0.6,0.25,3.75,4.0,7.0,0.5,0.5,3.0,1.75,25.0,12.0,0.456,5.25,0.456,2.75,0.14
1926,2017-01-20,203954,1,0.6968808174000001,12,22016.0,203954.0,25.0,9.0,17.0,3.0,7.5,0.722,2.0,6.5,8.5,4.5,1.5,3.0,5.0,2.5,25.0,-0.5,0.525,2.0,0.334,5.0,0.241
1927,2017-01-20,203999,4,3.855604887,14,22016.0,203999.0,29.75,9.25,15.5,3.0,3.5,0.958,4.0,7.0,11.0,5.25,1.25,1.75,3.5,3.25,22.25,9.25,0.608,0.5,0.167,3.25,0.195
1928,2017-01-20,1627741,1,0.9980394244,1,22016.0,1627741.0,19.0,2.25,7.25,2.75,0.5,0.25,0.5,2.0,2.5,1.25,0.0,0.25,0.5,1.5,6.0,-4.25,0.309,1.0,0.375,0.5,0.027
1929,2017-01-20,1627749,0,0.0,6,22016.0,1627749.0,17.25,3.25,6.75,0.5,1.0,0.188,0.25,2.5,2.75,2.5,0.0,0.25,1.75,1.25,7.25,1.75,0.38,0.0,0.0,0.75,0.042
1930,2017-01-21,2544,3,2.3590352535,4,22016.0,2544.0,42.0,10.75,17.5,3.75,7.25,0.69,1.5,7.0,8.5,10.25,1.5,0.25,5.75,2.75,27.5,-1.5,0.617,1.0,0.246,5.0,0.165
